,Line,From,To,Date,dB LAeq,Average Speed (km/h),Avg Curve Radius (m),Min Curve Radius (m),Max Curve Radius (m),Total Curve Count
283,Northern,Kentish Town,Camden Town,24/07/2023,86,33.28,0.000121865,1.8e-07,0.00307017,110.0
284,Northern,Kentish Town,Camden Town,18/09/2023,87,33.28,0.000121865,1.8e-07,0.00307017,110.0
285,Northern,Euston,Camden Town,18/11/2019,80,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
286,Northern,Euston,Camden Town,04/12/2019,83,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
287,Northern,Euston,Camden Town,19/12/2019,88,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
288,Northern,Euston,Camden Town,23/01/2020,86,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
289,Northern,Euston,Camden Town,12/02/2020,84,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
290,Northern,Euston,Camden Town,20/03/2020,88,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
291,Northern,Euston,Camden Town,20/10/2021,90,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
292,Northern,Euston,Camden Town,17/05/2022,88,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
293,Northern,Euston,Camden Town,20/07/2022,90,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
294,Northern,Euston,Camden Town,26/08/2022,91,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
295,Northern,Euston,Camden Town,18/10/2022,91,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
296,Northern,Euston,Camden Town,31/01/2023,86,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
297,Northern,Euston,Camden Town,30/05/2023,87,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
298,Northern,Euston,Camden Town,24/07/2023,89,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
299,Northern,Euston,Camden Town,18/09/2023,88,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
300,Northern,Camden Town,Euston,18/11/2019,80,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
301,Northern,Camden Town,Euston,04/12/2019,80,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
302,Northern,Camden Town,Euston,19/12/2019,83,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
303,Northern,Camden Town,Euston,23/01/2020,81,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
304,Northern,Camden Town,Euston,12/02/2020,81,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
305,Northern,Camden Town,Euston,20/03/2020,88,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
306,Northern,Camden Town,Euston,20/10/2021,90,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
307,Northern,Camden Town,Euston,17/05/2022,89,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
308,Northern,Camden Town,Euston,20/07/2022,89,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
309,Northern,Camden Town,Euston,26/08/2022,89,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
310,Northern,Camden Town,Euston,18/10/2022,89,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
311,Northern,Camden Town,Euston,31/01/2023,84,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
312,Northern,Camden Town,Euston,30/05/2023,87,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
313,Northern,Camden Town,Euston,24/07/2023,89,33.28,0.00023903500000000002,1.8e-07,0.0047459,156.0
314,Northern,South Wimbledon,Colliers Wood,18/11/2019,78,33.28,0.000311845,1.71e-06,0.00353362,89.0
315,Northern,South Wimbledon,Colliers Wood,04/12/2019,77,33.28,0.000311845,1.71e-06,0.00353362,89.0
316,Northern,South Wimbledon,Colliers Wood,19/12/2019,79,33.28,0.000311845,1.71e-06,0.00353362,89.0
317,Northern,South Wimbledon,Colliers Wood,23/01/2020,79,33.28,0.000311845,1.71e-06,0.00353362,89.0
318,Northern,South Wimbledon,Colliers Wood,12/02/2020,81,33.28,0.000311845,1.71e-06,0.00353362,89.0
319,Northern,South Wimbledon,Colliers Wood,20/03/2020,81,33.28,0.000311845,1.71e-06,0.00353362,89.0
320,Northern,South Wimbledon,Colliers Wood,20/10/2021,79,33.28,0.000311845,1.71e-06,0.00353362,89.0
321,Northern,South Wimbledon,Colliers Wood,17/05/2022,79,33.28,0.000311845,1.71e-06,0.00353362,89.0
322,Northern,South Wimbledon,Colliers Wood,20/07/2022,79,33.28,0.000311845,1.71e-06,0.00353362,89.0
323,Northern,South Wimbledon,Colliers Wood,26/08/2022,77,33.28,0.000311845,1.71e-06,0.00353362,89.0
324,Northern,South Wimbledon,Colliers Wood,18/10/2022,77,33.28,0.000311845,1.71e-06,0.00353362,89.0
325,Northern,South Wimbledon,Morden,18/11/2019,82,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
326,Northern,South Wimbledon,Morden,04/12/2019,84,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
327,Northern,South Wimbledon,Morden,19/12/2019,87,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
328,Northern,South Wimbledon,Morden,23/01/2020,85,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
329,Northern,South Wimbledon,Morden,12/02/2020,85,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
330,Northern,South Wimbledon,Morden,20/03/2020,83,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
331,Northern,South Wimbledon,Morden,20/10/2021,84,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
332,Northern,South Wimbledon,Morden,17/05/2022,80,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
333,Northern,South Wimbledon,Morden,20/07/2022,79,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
334,Northern,South Wimbledon,Morden,26/08/2022,80,33.28,0.00021826499999999998,4e-08,0.00377405,144.0
