Line,RF_RMSE,RF_MAE,XGB_RMSE,XGB_MAE
"('Central',)",87.50885298028001,9.354616666666786,143.97198622586438,11.998832702636719
"('Jubilee',)",0.468144044321434,0.6842105263158658,0.46814239586633954,0.684209321674544
"('Northern',)",1.1669506792967101,1.0189410101010807,1.6252351899085369,1.2493199666341113
"('Victoria',)",4.343981628472352,1.519291666666696,16.661024274420924,3.2999038696289062
